2.160260|-1.752374|0.509125|-0.000002|-0.000381|-0.000550|1.000000|0.000000|0.000000|0.000000|2.777777|0.000000|-1.406667|0.001272|-0.001100|0.000001|0.001423|-14638951.664512|-5605130.639518|2.777161|-0.002965|-0.114936|0.180177|-0.001100|-0.000146|-0.058691|0.000000|0.000000|0.000000|0|-6|
2.297245|-1.756593|0.509296|-0.002913|-0.000107|-0.002349|0.999993|-0.232835|0.023829|-0.159487|2.690519|-0.172227|-1.243411|-4.408854|-0.004697|-0.163870|-4.441842|-14638951.526182|-5605130.639320|2.718200|-0.133323|-1.107581|-3.347476|-0.004659|-0.138261|-4.446884|-6.000000|0.087787|0.000000|0|-6|
2.429373|-1.771163|0.510310|-0.010396|0.000726|-0.009153|0.999904|-0.324990|0.038925|-0.370646|2.606494|-0.349685|-1.537663|-4.586828|-0.018320|-0.374914|-3.867955|-14638951.669182|-5605129.126547|2.623628|-0.365222|-1.725276|-4.551691|-0.018301|-0.356327|-3.881030|-6.000000|0.174095|0.000000|0|-6|
2.557473|-1.796760|0.512286|-0.017712|0.001764|-0.020532|0.999631|-0.232002|0.033360|-0.508215|2.558113|-0.518634|-0.519061|-3.877407|-0.041124|-0.509592|-0.729756|-14638951.540321|-5605129.151317|2.548384|-0.600190|-1.087024|-4.255677|-0.040638|-0.482648|-0.754589|-6.000000|0.230337|0.000000|0|-6|
2.684159|-1.831859|0.514418|-0.019637|0.002166|-0.033076|0.999258|0.072201|-0.018469|-0.477965|2.584108|-0.602581|0.650132|-2.504628|-0.066236|-0.476232|1.509664|-14638950.943151|-5605128.156841|2.536699|-0.770221|0.097379|-3.002801|-0.065412|-0.467209|1.498165|-6.000000|0.218513|0.000000|0|-6|
2.811679|-1.873498|0.515947|-0.014440|0.001394|-0.043929|0.998929|0.291061|-0.067243|-0.396504|2.626243|-0.667315|0.382762|-2.526275|-0.087917|-0.394833|1.210033|-14638950.815723|-5605128.198432|2.550972|-0.901231|0.210901|-2.603696|-0.087202|-0.398773|1.213030|-6.000000|0.192468|0.000000|0|-6|
2.939498|-1.921252|0.517131|-0.006646|-0.000021|-0.053489|0.998546|0.299137|-0.078326|-0.386583|2.644394|-0.729172|-0.035898|-1.581317|-0.107026|-0.387593|-0.794355|-14638951.207198|-5605128.195223|2.551092|-1.006211|-0.094799|-1.847743|-0.106587|-0.388456|-0.788937|-6.000000|0.189151|0.000000|0|-6|
3.066995|-1.972906|0.518034|0.000031|-0.001476|-0.063799|0.997962|0.225505|-0.070257|-0.436160|2.663874|-0.714194|0.267761|-0.148458|-0.127685|-0.437653|-0.817970|-14638951.079704|-5605128.246696|2.552999|-1.051429|0.140704|-0.572503|-0.127314|-0.430736|-0.822327|-6.000000|0.184506|0.000000|0|-6|
3.195097|-2.025173|0.518408|0.004297|-0.002735|-0.074986|0.997172|0.109385|-0.050648|-0.450942|2.700671|-0.646737|0.522064|0.162752|-0.150136|-0.451296|0.198902|-14638951.307934|-5605127.956344|2.572030|-1.052407|0.454049|0.008252|-0.149683|-0.447562|0.193904|-6.000000|0.162589|0.000000|0|-6|
3.324470|-2.077233|0.518157|0.005182|-0.003569|-0.086025|0.996273|-0.030046|-0.017980|-0.435720|2.738177|-0.582924|0.378731|-0.053492|-0.172300|-0.435298|0.257861|-14638951.178636|-5605128.008640|2.595391|-1.048844|0.413892|-0.028714|-0.171874|-0.436327|0.258235|-6.000000|0.138258|0.000000|0|-6|
3.454729|-2.129664|0.517365|0.003049|-0.003804|-0.096802|0.995292|-0.120981|0.015735|-0.434384|2.763130|-0.536516|0.128296|-0.485781|-0.193933|-0.433697|-0.161718|-14638951.145137|-5605127.931977|2.607313|-1.060392|0.139921|-0.362289|-0.193615|-0.434082|-0.160515|-6.000000|0.124558|0.000000|0|-6|
3.585066|-2.183461|0.516429|-0.000572|-0.003424|-0.107733|0.994174|-0.149924|0.041715|-0.445243|2.776564|-0.516882|-0.027691|-1.164806|-0.215885|-0.444357|-0.192401|-14638951.014880|-5605127.985895|2.602518|-1.099015|-0.179107|-0.940086|-0.215629|-0.443346|-0.193022|-6.000000|0.121424|0.000000|0|-6|
3.714728|-2.240066|0.515678|-0.004283|-0.002579|-0.118863|0.992898|-0.128663|0.052864|-0.450213|2.785143|-0.526613|-0.084464|-1.682559|-0.238269|-0.449384|-0.018219|-14638950.766785|-5605127.736681|2.583931|-1.166500|-0.419139|-1.469148|-0.238038|-0.448909|-0.019013|-6.000000|0.123306|0.000000|0|-6|
3.843202|-2.300655|0.515110|-0.006956|-0.001578|-0.130007|0.991487|-0.071881|0.045204|-0.448934|2.792307|-0.554958|-0.103450|-1.903698|-0.260725|-0.448498|0.033711|-14638950.638324|-5605127.797273|2.556570|-1.252894|-0.563847|-1.760094|-0.260530|-0.448653|0.033626|-6.000000|0.127538|0.000000|0|-6|
3.970218|-2.365733|0.514525|-0.007957|-0.000762|-0.141088|0.989965|-0.003015|0.023217|-0.446578|2.800326|-0.587467|-0.083334|-1.876411|-0.283101|-0.446501|0.041092|-14638950.824722|-5605127.903317|2.525827|-1.344307|-0.605856|-1.799644|-0.282946|-0.446827|0.041237|-6.000000|0.132108|0.000000|0|-6|
