2.160260|-1.752374|0.509125|-0.000002|-0.000381|-0.000550|1.000000|0.000000|0.000000|0.000000|2.777777|0.000000|-1.406667|0.001272|-0.001100|0.000001|0.001423|-14638917.676120|-5605116.365327|2.777776|-0.003054|-1.406710|0.002819|-0.001100|0.000001|0.001423|0.000000|0.000000|0.000000|0|0|
2.298882|-1.752525|0.509127|-0.000001|-0.000350|-0.000549|1.000000|0.000046|0.002395|0.000046|2.766513|0.000037|-0.104407|-0.000059|-0.001098|0.000047|0.000290|-14638917.537657|-5605116.365478|2.755907|-0.002993|-0.304733|0.000632|-0.001098|0.000046|0.000294|0.000000|0.011255|0.000000|0|0|
2.437118|-1.752675|0.509147|-0.000001|-0.000291|-0.000548|1.000000|-0.000024|0.002561|0.000039|2.761239|0.000034|0.153871|0.000204|-0.001096|0.000039|-0.000413|-14638935.036656|-5605122.626130|2.756580|-0.003211|0.079748|0.000879|-0.001096|0.000041|-0.000412|0.000000|0.016047|0.000000|0|0|
2.575033|-1.752824|0.509184|-0.000002|-0.000232|-0.000547|1.000000|-0.000038|0.001957|0.000022|2.755866|0.000048|-0.123370|0.000433|-0.001094|0.000022|-0.000143|-14638934.898827|-5605122.626284|2.755641|-0.003063|-0.068712|0.001614|-0.001094|0.000026|-0.000146|0.000000|0.021708|0.000000|0|0|
2.712673|-1.752972|0.509221|-0.000003|-0.000195|-0.000547|1.000000|-0.000042|0.000935|0.000019|2.750461|0.000053|-0.153016|-0.000048|-0.001093|0.000019|0.000039|-14638940.626711|-5605124.953070|2.749838|-0.003156|-0.127768|0.001430|-0.001093|0.000022|0.000037|0.000000|0.027235|0.000000|0|0|
2.850087|-1.753120|0.509250|-0.000004|-0.000188|-0.000546|1.000000|-0.000039|-0.000310|0.000024|2.746281|0.000045|-0.068200|-0.000097|-0.001092|0.000024|0.000088|-14638940.489307|-5605124.953222|2.745681|-0.003032|-0.077454|0.001135|-0.001092|0.000025|0.000087|0.000000|0.031393|0.000000|0|0|
2.987319|-1.753267|0.509266|-0.000005|-0.000211|-0.000546|1.000000|-0.000014|-0.001368|0.000028|2.743088|0.000039|-0.045687|-0.000029|-0.001091|0.000028|0.000061|-14638943.103077|-5605125.653829|2.742561|-0.003056|-0.050476|0.000856|-0.001091|0.000028|0.000061|0.000000|0.034611|0.000000|0|0|
3.124403|-1.753415|0.509274|-0.000005|-0.000254|-0.000545|1.000000|0.000006|-0.001963|0.000029|2.740436|0.000032|-0.049522|-0.000073|-0.001090|0.000029|0.000016|-14638942.966000|-5605125.653979|2.740264|-0.002991|-0.048018|0.000591|-0.001089|0.000030|0.000016|0.000000|0.037301|0.000000|0|0|
3.261367|-1.753563|0.509279|-0.000005|-0.000306|-0.000544|1.000000|0.000015|-0.002093|0.000030|2.738247|0.000026|-0.041650|0.000021|-0.001088|0.000030|0.000020|-14638945.184086|-5605126.734197|2.737785|-0.003128|-0.040767|0.000991|-0.001088|0.000031|0.000020|0.000000|0.039495|0.000000|0|0|
3.398233|-1.753710|0.509285|-0.000004|-0.000356|-0.000543|1.000000|0.000019|-0.001874|0.000032|2.736486|0.000026|-0.031202|0.000121|-0.001087|0.000032|0.000026|-14638945.047227|-5605126.734348|2.736259|-0.003017|-0.031359|0.001087|-0.001086|0.000032|0.000026|0.000000|0.041238|0.000000|0|0|
