x|y|z|qx|qy|qz|qw|wx|wy|wz|vx|vy|ax|ay|yaw|yawv|yawa|fx|fy|fvx|fvy|fax|fay|fyaw|fyawv|fyawa|steer|gas|brake|Ax|SW|
45.440009|-593.280544|41.928827|-0.019303|-0.057074|-0.328385|0.942620|-0.002947|-0.003135|0.000593|3.628048|-2.876417|2.167610|-1.714486|-0.670519|0.000637|0.000375|45.450678|-593.381888|3.619484|-2.887613|2.166577|-1.722984|-0.670515|0.000629|0.000440|0.000000|1.000000|0.000000|0|0|
45.624066|-593.426479|41.953409|-0.019345|-0.057172|-0.328368|0.942619|-0.002927|-0.003066|0.000610|3.736374|-2.962088|2.165505|-1.712426|-0.670487|0.000658|0.000443|45.634108|-593.525709|3.727787|-2.973385|2.163863|-1.720423|-0.670483|0.000650|0.000429|0.000000|1.000000|0.000000|0|0|
45.813536|-593.576695|41.978768|-0.019389|-0.057268|-0.328351|0.942619|-0.002971|-0.003079|0.000630|3.844596|-3.047659|2.163405|-1.710476|-0.670453|0.000681|0.000501|45.822976|-593.673935|3.835980|-3.059018|2.161362|-1.717984|-0.670449|0.000673|0.000443|0.000000|1.000000|0.000000|0|0|
46.008415|-593.731188|42.004907|-0.019433|-0.057367|-0.328333|0.942618|-0.003045|-0.003129|0.000652|3.952715|-3.133134|2.161452|-1.708590|-0.670419|0.000707|0.000513|46.017275|-593.826553|3.944076|-3.144529|2.159087|-1.715741|-0.670415|0.000697|0.000459|0.000000|1.000000|0.000000|0|0|
46.208697|-593.889953|42.031831|-0.019479|-0.057467|-0.328315|0.942617|-0.003113|-0.003184|0.000676|4.060742|-3.218516|2.159657|-1.706721|-0.670383|0.000733|0.000529|46.216997|-593.983547|4.052082|-3.229934|2.157013|-1.713689|-0.670379|0.000722|0.000476|0.000000|1.000000|0.000000|0|0|
46.414378|-594.052985|42.059542|-0.019526|-0.057568|-0.328295|0.942617|-0.003156|-0.003210|0.000700|4.168681|-3.303806|2.157958|-1.704938|-0.670345|0.000759|0.000531|46.422137|-594.144907|4.160005|-3.315241|2.155095|-1.711809|-0.670342|0.000748|0.000489|0.000000|1.000000|0.000000|0|0|
46.625454|-594.220280|42.088044|-0.019573|-0.057670|-0.328276|0.942617|-0.003171|-0.003190|0.000724|4.276538|-3.389008|2.156381|-1.703183|-0.670307|0.000786|0.000541|46.632689|-594.310619|4.267848|-3.400458|2.153302|-1.710063|-0.670303|0.000774|0.000500|0.000000|1.000000|0.000000|0|0|
46.841921|-594.391834|42.117340|-0.019621|-0.057771|-0.328255|0.942617|-0.003155|-0.003125|0.000748|4.384319|-3.474123|2.154896|-1.701449|-0.670267|0.000813|0.000556|46.848648|-594.480675|4.375616|-3.485589|2.151604|-1.708418|-0.670263|0.000801|0.000512|0.000000|1.000000|0.000000|0|0|
47.063774|-594.567641|42.147430|-0.019668|-0.057869|-0.328234|0.942617|-0.003114|-0.003021|0.000771|4.492027|-3.559153|2.153469|-1.699757|-0.670225|0.000841|0.000553|47.070010|-594.655064|4.483312|-3.570638|2.149976|-1.706847|-0.670222|0.000829|0.000518|0.000000|1.000000|0.000000|0|0|
47.291011|-594.747698|42.178315|-0.019715|-0.057964|-0.328213|0.942618|-0.003054|-0.002885|0.000795|4.599666|-3.644098|2.152132|-1.698090|-0.670183|0.000870|0.000586|47.296770|-594.833776|4.590939|-3.655606|2.148409|-1.705336|-0.670179|0.000857|0.000532|0.000000|1.000000|0.000000|0|0|
47.523628|-594.932000|42.209993|-0.019762|-0.058056|-0.328191|0.942619|-0.002977|-0.002725|0.000820|4.707240|-3.728961|2.150852|-1.696464|-0.670138|0.000900|0.000617|47.528924|-595.016802|4.698500|-3.740494|2.146896|-1.703877|-0.670135|0.000886|0.000553|0.000000|1.000000|0.000000|0|0|
47.761621|-595.120544|42.242463|-0.019809|-0.058142|-0.328168|0.942620|-0.002887|-0.002546|0.000846|4.814751|-3.813744|2.149618|-1.694909|-0.670093|0.000931|0.000628|47.766468|-595.204136|4.805997|-3.825305|2.145432|-1.702472|-0.670089|0.000917|0.000570|0.000000|1.000000|0.000000|0|0|
48.004987|-595.313325|42.275725|-0.019854|-0.058223|-0.328145|0.942622|-0.002786|-0.002355|0.000873|4.922201|-3.898451|2.148439|-1.693416|-0.670045|0.000962|0.000628|48.009397|-595.395767|4.913433|-3.910041|2.144018|-1.701122|-0.670042|0.000948|0.000580|0.000000|1.000000|0.000000|0|0|
48.253724|-595.510340|42.309774|-0.019899|-0.058299|-0.328121|0.942625|-0.002674|-0.002154|0.000900|5.029595|-3.983084|2.147360|-1.691949|-0.669996|0.000994|0.000653|48.257709|-595.591690|5.020813|-3.994704|2.142666|-1.699824|-0.669993|0.000979|0.000595|0.000000|1.000000|0.000000|0|0|
48.507828|-595.711585|42.344611|-0.019942|-0.058369|-0.328097|0.942628|-0.002552|-0.001946|0.000929|5.136938|-4.067645|2.146375|-1.690533|-0.669946|0.001028|0.000679|48.511400|-595.791898|5.128140|-4.079297|2.141385|-1.698584|-0.669943|0.001012|0.000613|0.000000|1.000000|0.000000|0|0|
48.767298|-595.917056|42.380232|-0.019984|-0.058433|-0.328072|0.942632|-0.002424|-0.001725|0.000958|5.244233|-4.152138|2.145489|-1.689188|-0.669893|0.001062|0.000684|48.770467|-595.996382|5.235418|-4.163823|2.140185|-1.697409|-0.669891|0.001045|0.000627|0.000000|1.000000|0.000000|0|0|
49.032131|-596.126751|42.416635|-0.020025|-0.058491|-0.328046|0.942636|-0.002290|-0.001489|0.000987|5.351488|-4.236564|2.144718|-1.687920|-0.669839|0.001096|0.000662|49.034907|-596.205139|5.342654|-4.248285|2.139078|-1.696307|-0.669837|0.001078|0.000627|0.000000|1.000000|0.000000|0|0|
49.302324|-596.340665|42.453818|-0.020065|-0.058541|-0.328020|0.942642|-0.002147|-0.001238|0.001014|5.458707|-4.320929|2.144086|-1.686721|-0.669784|0.001128|0.000643|49.304718|-596.418160|5.449854|-4.332686|2.138083|-1.695281|-0.669782|0.001111|0.000618|0.000000|1.000000|0.000000|0|0|
49.577877|-596.558796|42.491776|-0.020103|-0.058585|-0.327993|0.942647|-0.001995|-0.000970|0.001039|5.565898|-4.405237|2.143580|-1.685635|-0.669727|0.001160|0.000617|49.579898|-596.635442|5.557024|-4.417031|2.137208|-1.694343|-0.669725|0.001142|0.000600|0.000000|1.000000|0.000000|0|0|
49.858788|-596.781142|42.530506|-0.020140|-0.058620|-0.327966|0.942654|-0.001833|-0.000685|0.001063|5.673067|-4.489494|2.143213|-1.684665|-0.669668|0.001190|0.000596|49.860444|-596.856980|5.664172|-4.501325|2.136465|-1.693503|-0.669666|0.001172|0.000579|0.000000|1.000000|0.000000|0|0|
50.145056|-597.007699|42.570003|-0.020175|-0.058647|-0.327939|0.942661|-0.001657|-0.000382|0.001086|5.780221|-4.573705|2.142910|-1.683745|-0.669608|0.001220|0.000583|50.146357|-597.082767|5.771304|-4.585573|2.135839|-1.692752|-0.669606|0.001202|0.000559|0.000000|0.999302|0.000000|0|0|
50.436678|-597.238463|42.610262|-0.020208|-0.058665|-0.327911|0.942669|-0.001389|0.000038|0.001107|5.887146|-4.657700|2.131715|-1.674226|-0.669546|0.001247|0.000527|50.437630|-597.312798|5.878205|-4.669627|2.131305|-1.689536|-0.669544|0.001228|0.000521|0.000000|0.995501|0.000000|0|0|
50.733628|-597.473412|42.651272|-0.020236|-0.058666|-0.327882|0.942678|-0.000932|0.000690|0.001130|5.993301|-4.741052|2.113371|-1.659006|-0.669483|0.001275|0.000564|50.734236|-597.547045|5.984466|-4.753199|2.120405|-1.682108|-0.669481|0.001254|0.000507|0.000000|0.988799|0.000000|0|0|
51.035857|-597.712506|42.693017|-0.020258|-0.058645|-0.327854|0.942689|-0.000284|0.001582|0.001151|6.098316|-4.823470|2.086332|-1.636962|-0.669418|0.001302|0.000552|51.036130|-597.785471|6.089647|-4.835957|2.101640|-1.669060|-0.669417|0.001279|0.000490|0.000000|0.979601|0.000000|0|0|
51.343299|-597.955691|42.735479|-0.020271|-0.058594|-0.327826|0.942702|0.000503|0.002655|0.001172|6.201819|-4.904658|2.052927|-1.609907|-0.669353|0.001329|0.000496|51.343247|-598.028021|6.193342|-4.917571|2.075188|-1.650091|-0.669352|0.001301|0.000457|0.000000|0.968311|0.000000|0|0|
51.655870|-598.202899|42.778635|-0.020274|-0.058510|-0.327798|0.942716|0.001360|0.003814|0.001190|6.303500|-4.984373|2.013849|-1.578363|-0.669286|0.001352|0.000442|51.655504|-598.274628|6.295207|-4.997746|2.041755|-1.625430|-0.669285|0.001322|0.000415|0.000000|0.955277|0.000000|0|0|
51.973472|-598.454050|42.822457|-0.020266|-0.058391|-0.327770|0.942734|0.002212|0.004969|0.001204|6.403108|-5.062419|1.970118|-1.543211|-0.669217|0.001372|0.000349|51.972804|-598.525212|6.394967|-5.076240|2.002431|-1.595721|-0.669218|0.001339|0.000354|0.000000|0.940802|0.000000|0|0|
52.295997|-598.709058|42.866918|-0.020247|-0.058239|-0.327742|0.942753|0.003000|0.006050|0.001213|6.500432|-5.138631|1.922694|-1.505195|-0.669148|0.001387|0.000247|52.295036|-598.779685|6.492409|-5.152859|1.958344|-1.561779|-0.669150|0.001351|0.000276|0.000000|0.925144|0.000000|0|0|
52.623326|-598.967828|42.911986|-0.020220|-0.058057|-0.327715|0.942774|0.003692|0.007012|0.001216|6.595306|-5.212883|1.872302|-1.464913|-0.669079|0.001396|0.000136|52.622081|-599.037950|6.587369|-5.227457|1.910507|-1.524427|-0.669081|0.001359|0.000184|0.000000|0.908529|0.000000|0|0|
52.955335|-599.230258|42.957630|-0.020184|-0.057849|-0.327689|0.942797|0.004279|0.007846|0.001214|6.687602|-5.285076|1.819611|-1.422920|-0.669009|0.001400|0.000010|52.953812|-599.299904|6.679724|-5.299930|1.859792|-1.484421|-0.669011|0.001362|0.000078|0.000000|0.891127|0.000000|0|0|
53.291891|-599.496245|43.003820|-0.020143|-0.057618|-0.327663|0.942821|0.004775|0.008568|0.001205|6.777206|-5.355128|1.764651|-1.379240|-0.668939|0.001397|-0.000123|53.290096|-599.565440|6.769370|-5.370195|1.806717|-1.442284|-0.668942|0.001359|-0.000039|0.000000|0.872938|0.000000|0|0|
53.632857|-599.765678|43.050523|-0.020096|-0.057368|-0.327637|0.942846|0.005213|0.009208|0.001189|6.864013|-5.422960|1.707954|-1.334343|-0.668869|0.001386|-0.000280|53.630795|-599.834447|6.856215|-5.438186|1.751699|-1.398438|-0.668873|0.001349|-0.000174|0.000000|0.854118|0.000000|0|0|
53.978093|-600.038448|43.097709|-0.020044|-0.057100|-0.327612|0.942872|0.005637|0.009780|0.001168|6.947954|-5.488529|1.649872|-1.288645|-0.668800|0.001368|-0.000478|53.975765|-600.106812|6.940190|-5.503857|1.695159|-1.353278|-0.668804|0.001330|-0.000332|0.000000|0.834894|0.000000|0|0|
54.327454|-600.314438|43.145345|-0.019987|-0.056815|-0.327588|0.942899|0.006032|0.010266|0.001143|7.028980|-5.551811|1.591587|-1.243002|-0.668733|0.001340|-0.000652|54.324862|-600.382418|7.021252|-5.567189|1.637728|-1.307313|-0.668737|0.001304|-0.000498|0.000000|0.815596|0.000000|0|0|
54.680794|-600.593535|43.193404|-0.019925|-0.056518|-0.327565|0.942926|0.006369|0.010648|0.001110|7.107089|-5.612812|1.533363|-1.197528|-0.668667|0.001303|-0.000835|54.677940|-600.661149|7.099393|-5.628185|1.579966|-1.260981|-0.668671|0.001268|-0.000672|0.000000|0.796355|0.000000|0|0|
55.037968|-600.875626|43.241857|-0.019858|-0.056211|-0.327544|0.942953|0.006619|0.010906|0.001069|7.182300|-5.671551|1.475712|-1.152519|-0.668603|0.001256|-0.001022|55.034851|-600.942892|7.174632|-5.686868|1.522393|-1.214687|-0.668607|0.001224|-0.000852|0.000000|0.777280|0.000000|0|0|
55.398833|-601.160597|43.290678|-0.019789|-0.055898|-0.327523|0.942981|0.006762|0.011029|0.001019|7.254649|-5.728055|1.418860|-1.108113|-0.668541|0.001200|-0.001204|55.395452|-601.227531|7.247003|-5.743273|1.465388|-1.168745|-0.668545|0.001170|-0.001034|0.000000|0.758425|0.000000|0|0|
55.763246|-601.448339|43.339842|-0.019717|-0.055582|-0.327504|0.943008|0.006792|0.011004|0.000961|7.324180|-5.782358|1.363007|-1.064517|-0.668483|0.001136|-0.001336|55.759601|-601.514955|7.316554|-5.797445|1.409228|-1.123406|-0.668487|0.001108|-0.001199|0.000000|0.739865|0.000000|0|0|
56.131068|-601.738742|43.389321|-0.019646|-0.055270|-0.327486|0.943034|0.006724|0.010824|0.000900|7.390940|-5.834502|1.308015|-1.021785|-0.668428|0.001067|-0.001413|56.127157|-601.805054|7.383335|-5.849432|1.354011|-1.078820|-0.668431|0.001040|-0.001330|0.000000|0.721639|0.000000|0|0|
56.502163|-602.031700|43.439093|-0.019575|-0.054964|-0.327469|0.943059|0.006589|0.010545|0.000838|7.454980|-5.884536|1.254239|-0.980107|-0.668376|0.000996|-0.001420|56.497982|-602.097720|7.447400|-5.899289|1.299885|-1.035137|-0.668380|0.000970|-0.001412|0.000000|0.703806|0.000000|0|0|
56.876396|-602.327109|43.489135|-0.019506|-0.054667|-0.327454|0.943083|0.006426|0.010220|0.000777|7.516363|-5.932512|1.201729|-0.939460|-0.668328|0.000926|-0.001403|56.871944|-602.392849|7.508811|-5.947072|1.246950|-0.992452|-0.668331|0.000898|-0.001451|0.000000|0.686380|0.000000|0|0|
57.253635|-602.624866|43.539430|-0.019438|-0.054378|-0.327440|0.943106|0.006263|0.009897|0.000716|7.575154|-5.978483|1.150616|-0.899901|-0.668284|0.000856|-0.001395|57.248909|-602.690338|7.567634|-5.992841|1.195297|-0.950836|-0.668286|0.000828|-0.001465|0.000000|0.669402|0.000000|0|0|
57.633754|-602.924873|43.589962|-0.019371|-0.054098|-0.327428|0.943127|0.006126|0.009599|0.000656|7.631427|-6.022503|1.100949|-0.861431|-0.668243|0.000786|-0.001385|57.628752|-602.990087|7.623937|-6.036655|1.145000|-0.910337|-0.668245|0.000758|-0.001463|0.000000|0.652879|0.000000|0|0|
58.016627|-603.227035|43.640717|-0.019304|-0.053826|-0.327417|0.943148|0.006023|0.009338|0.000597|7.685254|-6.064629|1.052782|-0.824108|-0.668205|0.000718|-0.001366|58.011347|-603.292000|7.677793|-6.078573|1.096113|-0.870993|-0.668207|0.000690|-0.001449|0.000000|0.636837|0.000000|0|0|
58.402135|-603.531257|43.691681|-0.019238|-0.053560|-0.327407|0.943168|0.005948|0.009110|0.000539|7.736710|-6.104918|1.006091|-0.787965|-0.668171|0.000650|-0.001358|58.396574|-603.595984|7.729278|-6.118656|1.048670|-0.832832|-0.668173|0.000622|-0.001433|0.000000|0.621277|0.000000|0|0|
58.790160|-603.837448|43.742842|-0.019171|-0.053300|-0.327398|0.943187|0.005889|0.008908|0.000481|7.785869|-6.143430|0.960924|-0.753030|-0.668140|0.000582|-0.001352|58.784317|-603.901948|7.778465|-6.156965|1.002698|-0.795873|-0.668142|0.000556|-0.001417|0.000000|0.606216|0.000000|0|0|
59.180589|-604.145523|43.794184|-0.019104|-0.053044|-0.327391|0.943205|0.005835|0.008715|0.000423|7.832809|-6.180226|0.917263|-0.719273|-0.668113|0.000515|-0.001336|59.174464|-604.209804|7.825431|-6.193560|0.958210|-0.760124|-0.668114|0.000491|-0.001400|0.000000|0.591647|0.000000|0|0|
59.573314|-604.455396|43.845694|-0.019038|-0.052794|-0.327386|0.943223|0.005778|0.008519|0.000366|7.877604|-6.215364|0.875146|-0.686752|-0.668089|0.000448|-0.001314|59.566904|-604.519468|7.870252|-6.228503|0.915222|-0.725597|-0.668089|0.000426|-0.001380|0.000000|0.577583|0.000000|0|0|
59.968229|-604.766986|43.897357|-0.018971|-0.052549|-0.327381|0.943239|0.005712|0.008310|0.000310|7.920331|-6.248907|0.834523|-0.655414|-0.668068|0.000384|-0.001276|59.961533|-604.830858|7.913004|-6.261853|0.873726|-0.692290|-0.668068|0.000363|-0.001352|0.000000|0.564008|0.000000|0|0|
60.365232|-605.080214|43.949160|-0.018903|-0.052309|-0.327378|0.943255|0.005635|0.008086|0.000256|7.961065|-6.280914|0.795394|-0.625302|-0.668051|0.000321|-0.001252|60.358249|-605.143896|7.953761|-6.293672|0.833716|-0.660202|-0.668050|0.000302|-0.001323|0.000000|0.550932|0.000000|0|0|
60.764225|-605.395006|44.001088|-0.018837|-0.052076|-0.327376|0.943270|0.005544|0.007849|0.000203|7.999879|-6.311444|0.757701|-0.596368|-0.668036|0.000258|-0.001250|60.756956|-605.458506|7.992599|-6.324019|0.795173|-0.629319|-0.668035|0.000241|-0.001303|0.000000|0.538336|0.000000|0|0|
61.165114|-605.711289|44.053129|-0.018770|-0.051849|-0.327376|0.943284|0.005446|0.007602|0.000149|8.036845|-6.340558|0.721489|-0.568594|-0.668025|0.000196|-0.001244|61.157557|-605.774615|8.029589|-6.352953|0.758087|-0.599622|-0.668024|0.000181|-0.001287|0.000000|0.526224|0.000000|0|0|
61.567810|-606.028993|44.105271|-0.018704|-0.051629|-0.327376|0.943297|0.005349|0.007350|0.000096|8.072036|-6.368311|0.686677|-0.541929|-0.668017|0.000134|-0.001230|61.559964|-606.092154|8.064804|-6.380530|0.722430|-0.571086|-0.668015|0.000121|-0.001272|0.000000|0.514577|0.000000|0|0|
61.972224|-606.348052|44.157504|-0.018638|-0.051415|-0.327378|0.943309|0.005253|0.007098|0.000044|8.105522|-6.394759|0.653272|-0.516397|-0.668011|0.000073|-0.001219|61.964088|-606.411057|8.098314|-6.406808|0.688181|-0.543695|-0.668009|0.000062|-0.001257|0.000000|0.503395|0.000000|0|0|
62.378273|-606.668403|44.209817|-0.018572|-0.051208|-0.327381|0.943321|0.005161|0.006850|-0.000008|8.137372|-6.419957|0.621204|-0.491913|-0.668009|0.000012|-0.001202|62.369847|-606.731258|8.130188|-6.431839|0.655302|-0.517414|-0.668007|0.000003|-0.001241|0.000000|0.492657|0.000000|0|0|
62.785876|-606.989983|44.262202|-0.018506|-0.051008|-0.327386|0.943332|0.005077|0.006607|-0.000058|8.167652|-6.443957|0.590492|-0.468482|-0.668010|-0.000047|-0.001175|62.777161|-607.052698|8.160492|-6.455679|0.623771|-0.492222|-0.668007|-0.000055|-0.001220|0.000000|0.482362|0.000000|0|0|
63.194958|-607.312735|44.314651|-0.018441|-0.050814|-0.327391|0.943341|0.004999|0.006370|-0.000106|8.196429|-6.466811|0.561053|-0.446038|-0.668014|-0.000105|-0.001142|63.185952|-607.375316|8.189292|-6.478377|0.593543|-0.468084|-0.668011|-0.000111|-0.001193|0.000000|0.472488|0.000000|0|0|
63.605444|-607.636601|44.367157|-0.018375|-0.050626|-0.327397|0.943351|0.004926|0.006139|-0.000153|8.223766|-6.488568|0.532893|-0.424574|-0.668021|-0.000161|-0.001103|63.596148|-607.699056|8.216653|-6.499983|0.564592|-0.444975|-0.668017|-0.000166|-0.001161|0.000000|0.463032|0.000000|0|0|
64.017264|-607.961529|44.419711|-0.018309|-0.050444|-0.327405|0.943359|0.004859|0.005909|-0.000197|8.249726|-6.509274|0.505966|-0.404013|-0.668030|-0.000215|-0.001036|64.007677|-608.023866|8.242635|-6.520546|0.536875|-0.422861|-0.668026|-0.000219|-0.001114|0.000000|0.453973|0.000000|0|0|
64.430351|-608.287468|44.472308|-0.018243|-0.050268|-0.327414|0.943367|0.004798|0.005680|-0.000237|8.274372|-6.528975|0.480254|-0.384329|-0.668042|-0.000264|-0.000937|64.420473|-608.349693|8.267300|-6.540110|0.510358|-0.401713|-0.668038|-0.000268|-0.001046|0.000000|0.445304|0.000000|0|0|
64.844639|-608.614367|44.524942|-0.018177|-0.050098|-0.327423|0.943374|0.004741|0.005451|-0.000271|8.297760|-6.547713|0.455691|-0.365506|-0.668057|-0.000309|-0.000836|64.834471|-608.676487|8.290705|-6.558721|0.484995|-0.381501|-0.668052|-0.000312|-0.000962|0.000000|0.437009|0.000000|0|0|
65.260069|-608.942179|44.577605|-0.018109|-0.049933|-0.327433|0.943380|0.004681|0.005225|-0.000301|8.319949|-6.565531|0.432229|-0.347524|-0.668073|-0.000348|-0.000764|65.249611|-609.004203|8.312908|-6.576419|0.460747|-0.362198|-0.668068|-0.000352|-0.000879|0.000000|0.429075|0.000000|0|0|
65.676580|-609.270861|44.630293|-0.018042|-0.049775|-0.327444|0.943386|0.004618|0.005003|-0.000328|8.340991|-6.582471|0.409852|-0.330339|-0.668092|-0.000385|-0.000708|65.665832|-609.332794|8.333963|-6.593247|0.437578|-0.343766|-0.668086|-0.000388|-0.000803|0.000000|0.421494|0.000000|0|0|
66.094117|-609.600369|44.683000|-0.017974|-0.049622|-0.327456|0.943391|0.004553|0.004784|-0.000354|8.360941|-6.598571|0.388492|-0.313915|-0.668112|-0.000419|-0.000666|66.083081|-609.662217|8.353923|-6.609243|0.415447|-0.326167|-0.668106|-0.000421|-0.000739|0.000000|0.414245|0.000000|0|0|
66.512626|-609.930662|44.735722|-0.017906|-0.049474|-0.327468|0.943396|0.004488|0.004568|-0.000378|8.379849|-6.613869|0.368129|-0.298258|-0.668133|-0.000452|-0.000631|66.501302|-609.992432|8.372837|-6.624444|0.394322|-0.309372|-0.668128|-0.000452|-0.000685|0.000000|0.407324|0.000000|0|0|
66.932057|-610.261701|44.788454|-0.017838|-0.049333|-0.327481|0.943400|0.004424|0.004354|-0.000400|8.397761|-6.628402|0.348689|-0.283307|-0.668157|-0.000482|-0.000589|66.920445|-610.323399|8.390756|-6.638886|0.374158|-0.293346|-0.668151|-0.000481|-0.000637|0.000000|0.400711|0.000000|0|0|
67.352361|-610.593448|44.841192|-0.017770|-0.049196|-0.327494|0.943404|0.004363|0.004143|-0.000420|8.414725|-6.642206|0.330161|-0.269080|-0.668182|-0.000511|-0.000548|67.340461|-610.655080|8.407724|-6.652605|0.354923|-0.278065|-0.668175|-0.000508|-0.000592|0.000000|0.394401|0.000000|0|0|
67.773492|-610.925868|44.893933|-0.017701|-0.049066|-0.327508|0.943408|0.004304|0.003936|-0.000438|8.430783|-6.655315|0.312483|-0.255501|-0.668208|-0.000537|-0.000501|67.761305|-610.987440|8.423786|-6.665633|0.336570|-0.263494|-0.668201|-0.000533|-0.000548|0.000000|0.388376|0.000000|0|0|
68.195404|-611.258927|44.946673|-0.017632|-0.048940|-0.327522|0.943411|0.004248|0.003730|-0.000453|8.445979|-6.667761|0.295648|-0.242565|-0.668235|-0.000561|-0.000452|68.182932|-611.320445|8.438984|-6.678004|0.319071|-0.249610|-0.668229|-0.000556|-0.000501|0.000000|0.382631|0.000000|0|0|
68.618057|-611.592593|44.999410|-0.017563|-0.048820|-0.327536|0.943413|0.004197|0.003528|-0.000466|8.460354|-6.679576|0.279606|-0.230224|-0.668264|-0.000582|-0.000402|68.605299|-611.654062|8.453360|-6.689748|0.302385|-0.236380|-0.668257|-0.000577|-0.000453|0.000000|0.377149|0.000000|0|0|
69.041409|-611.926834|45.052141|-0.017493|-0.048705|-0.327551|0.943415|0.004148|0.003328|-0.000477|8.473946|-6.690788|0.264334|-0.218463|-0.668294|-0.000601|-0.000356|69.028367|-611.988260|8.466952|-6.700895|0.286482|-0.223779|-0.668286|-0.000595|-0.000405|0.000000|0.371923|0.000000|0|0|
69.465424|-612.261622|45.104864|-0.017423|-0.048595|-0.327566|0.943417|0.004100|0.003132|-0.000485|8.486793|-6.701427|0.249797|-0.207258|-0.668324|-0.000618|-0.000321|69.452097|-612.323010|8.479798|-6.711472|0.271329|-0.211780|-0.668317|-0.000612|-0.000362|0.000000|0.366943|0.000000|0|0|
69.890063|-612.596929|45.157577|-0.017352|-0.048490|-0.327581|0.943418|0.004052|0.002940|-0.000492|8.498931|-6.711518|0.235960|-0.196577|-0.668355|-0.000633|-0.000292|69.876454|-612.658284|8.491933|-6.721507|0.256896|-0.200354|-0.668348|-0.000626|-0.000324|0.000000|0.362195|0.000000|0|0|
70.315293|-612.932727|45.210278|-0.017281|-0.048390|-0.327596|0.943420|0.004006|0.002750|-0.000498|8.510395|-6.721089|0.222806|-0.186410|-0.668387|-0.000647|-0.000268|70.301402|-612.994055|8.503394|-6.731025|0.243154|-0.189477|-0.668380|-0.000640|-0.000291|0.000000|0.357675|0.000000|0|0|
70.741081|-613.268991|45.262966|-0.017210|-0.048294|-0.327612|0.943420|0.003961|0.002563|-0.000503|8.521216|-6.730163|0.210274|-0.176725|-0.668420|-0.000660|-0.000248|70.726909|-613.330296|8.514211|-6.740051|0.230069|-0.179122|-0.668412|-0.000652|-0.000263|0.000000|0.353367|0.000000|0|0|
71.167396|-613.605698|45.315640|-0.017138|-0.048204|-0.327627|0.943421|0.003916|0.002380|-0.000508|8.531427|-6.738766|0.198361|-0.167528|-0.668453|-0.000672|-0.000235|71.152942|-613.666985|8.524417|-6.748608|0.217618|-0.169270|-0.668445|-0.000663|-0.000241|0.000000|0.349268|0.000000|0|0|
71.594207|-613.942823|45.368297|-0.017065|-0.048118|-0.327643|0.943421|0.003872|0.002199|-0.000511|8.541057|-6.746920|0.187014|-0.158766|-0.668487|-0.000683|-0.000221|71.579473|-614.004097|8.534041|-6.756719|0.205767|-0.159894|-0.668479|-0.000674|-0.000223|0.000000|0.345364|0.000000|0|0|
72.021486|-614.280346|45.420938|-0.016992|-0.048036|-0.327659|0.943421|0.003831|0.002020|-0.000514|8.550133|-6.754647|0.176226|-0.150446|-0.668522|-0.000694|-0.000207|72.006473|-614.341612|8.543112|-6.764406|0.194493|-0.150978|-0.668514|-0.000684|-0.000207|0.000000|0.341651|0.000000|0|0|
72.449206|-614.618245|45.473562|-0.016919|-0.047960|-0.327675|0.943421|0.003790|0.001844|-0.000517|8.558683|-6.761968|0.165952|-0.142537|-0.668557|-0.000704|-0.000198|72.433915|-614.679507|8.551657|-6.771689|0.183765|-0.142497|-0.668548|-0.000693|-0.000194|0.000000|0.338118|0.000000|0|0|
72.877342|-614.956501|45.526168|-0.016845|-0.047887|-0.327691|0.943420|0.003752|0.001670|-0.000519|8.566732|-6.768904|0.156182|-0.135023|-0.668592|-0.000714|-0.000191|72.861773|-615.017763|8.559701|-6.778588|0.173561|-0.134433|-0.668584|-0.000703|-0.000183|0.000000|0.334759|0.000000|0|0|
73.305869|-615.295094|45.578756|-0.016770|-0.047819|-0.327707|0.943419|0.003715|0.001498|-0.000521|8.574305|-6.775474|0.146891|-0.127887|-0.668628|-0.000723|-0.000187|73.290023|-615.356361|8.567269|-6.785123|0.163858|-0.126767|-0.668620|-0.000712|-0.000175|0.000000|0.331567|0.000000|0|0|
73.734763|-615.634008|45.631326|-0.016695|-0.047755|-0.327723|0.943418|0.003680|0.001328|-0.000523|8.581425|-6.781696|0.138055|-0.121101|-0.668664|-0.000732|-0.000180|73.718642|-615.695283|8.574385|-6.791312|0.154631|-0.119480|-0.668656|-0.000720|-0.000168|0.000000|0.328532|0.000000|0|0|
74.164004|-615.973224|45.683878|-0.016620|-0.047696|-0.327739|0.943417|0.003648|0.001160|-0.000524|8.588114|-6.787587|0.129661|-0.114666|-0.668701|-0.000741|-0.000176|74.147607|-616.034513|8.581070|-6.797172|0.145862|-0.112555|-0.668693|-0.000729|-0.000161|0.000000|0.325651|0.000000|0|0|
74.593569|-616.312727|45.736411|-0.016543|-0.047641|-0.327755|0.943416|0.003617|0.000995|-0.000525|8.594394|-6.793165|0.121671|-0.108547|-0.668739|-0.000750|-0.000174|74.576897|-616.374033|8.587346|-6.802719|0.137525|-0.105973|-0.668730|-0.000737|-0.000157|0.000000|0.322913|0.000000|0|0|
