x|y|z|qx|qy|qz|qw|wx|wy|wz|vx|vy|ax|ay|yaw|yawv|yawa|fx|fy|fvx|fvy|fax|fay|fyaw|fyawv|fyawa|steer|gas|brake|Ax|SW||wheelbase|SR|K|v|curv_yawv|SW_yawv|
506.701105|-0.511182|0.512774|0.007129|-0.000337|0.44799|0.89401|0.005233|0.007612|0.597492|1.42522|3.55788|-1.570702|2.157261|0.929014|0.597642|0.215236|506.559969|-0.324073|1.666865|3.390938|0.849993|1.058503|0.928702|0.595894|0.208742|8|0.409926|0|1|8|||||3.77847845674274|0.157707396461827|6.34006090430364|0.043053090647207
506.779139|-0.337021|0.512827|0.007317|-0.000125|0.461418|0.887153|0.004144|0.00638|0.608066|1.343616|3.665487|-1.681043|2.143129|0.959168|0.608213|0.2001|506.629409|-0.147954|1.59803|3.498462|0.834217|1.089152|0.958829|0.606276|0.204899|8|0.413696|0|1|8|||||3.84615863509866|0.157631563728896|6.33869548451988|0.043123948330541
506.853315|-0.157337|0.512862|0.007448|6E-05|0.474958|0.879977|0.002453|0.003531|0.617056|1.257489|3.771936|-1.765226|2.113861|0.989816|0.617188|0.161872|506.694713|0.033335|1.523677|3.606136|0.825068|1.120987|0.989438|0.615541|0.187866|8|0.416849|0|1|8|||||3.91481908277062|0.157233575035188|6.32442521271866|0.043867982308952
506.923386|0.027833|0.512881|0.007511|0.000201|0.488565|0.872495|0.001469|0.001217|0.62469|1.166431|3.876906|-1.878802|2.083895|1.020873|0.624826|0.149338|506.755643|0.219736|1.443934|3.713422|0.813414|1.152192|1.020475|0.623792|0.17072|8|0.419685|0|1|8|||||3.98427513438015|0.156563484940416|6.29924947752134|0.045196130307992
506.989057|0.21844|0.512892|0.007554|0.000323|0.502217|0.864708|0.001823|0.001247|0.632408|1.069232|3.980247|-2.006504|2.048498|1.052308|0.632555|0.161554|506.811907|0.411178|1.358443|3.81979|0.796595|1.180369|1.051914|0.631723|0.163213|8|0.422724|0|1|8|||||4.05415379929635|0.155821172869575|6.2711940512671|0.046699531380848
507.050015|0.414407|0.512908|0.007624|0.000458|0.51592|0.856603|0.002807|0.002895|0.640841|0.965641|4.081661|-2.13416|2.007332|1.084149|0.640988|0.173958|506.863203|0.607578|1.266971|3.924847|0.776937|1.205832|1.083761|0.639801|0.163253|8|0.426031|0|1|8|||||4.12427441961007|0.155130559925372|6.2452404130501|0.048112206374884
507.105946|0.615646|0.512937|0.007739|0.000624|0.529674|0.848166|0.003755|0.005003|0.649638|0.855557|4.180943|-2.267535|1.963416|1.116422|0.649769|0.175573|506.909221|0.808836|1.169364|4.028335|0.755214|1.230395|1.116026|0.648066|0.164735|8|0.429502|0|1|8|||||4.1946269246169|0.154499079810105|6.22168931015665|0.049412326712674
507.156514|0.822065|0.512988|0.007896|0.000824|0.543475|0.839388|0.004398|0.006973|0.658341|0.738537|4.277941|-2.411943|1.915661|1.149132|0.658454|0.172163|506.949633|1.014844|1.065351|4.130033|0.730389|1.254971|1.148716|0.656399|0.165015|8|0.433126|0|1|8|||||4.26522512117356|0.153895511104791|6.19928544137105|0.05066520190091
507.201336|1.033561|0.51306|0.008097|0.001068|0.557316|0.83026|0.005221|0.010435|0.667959|0.612679|4.372417|-2.628842|1.863423|1.18229|0.668096|0.220808|506.984037|1.225474|0.953899|4.229445|0.693405|1.27594|1.181868|0.665901|0.182597|8|0.437473|0|1|8|||||4.3356808358349|0.153586259047541|6.18875383450581|0.051259573000272
507.23992|1.250014|0.513151|0.008381|0.0014|0.571229|0.820746|0.005988|0.01569|0.680295|0.475663|4.464148|-2.842944|1.80394|1.216|0.680441|0.268512|507.011917|1.440582|0.833831|4.326323|0.651084|1.295698|1.215572|0.677305|0.212791|8|0.443033|0|1|8|||||4.40594426166401|0.153725276529985|6.19630929107858|0.050832815210148
507.271763|1.471282|0.513248|0.008731|0.001823|0.585251|0.810803|0.005677|0.019117|0.694428|0.328361|4.552665|-3.042231|1.735538|1.250378|0.694574|0.290674|507.032786|1.660005|0.704828|4.420578|0.610742|1.318104|1.249916|0.690419|0.242219|8|0.449217|0|1|8|||||4.47641512414432|0.154234801923554|6.21884474325436|0.049570532009885
507.296383|1.697219|0.513335|0.009087|0.002299|0.599388|0.800404|0.004436|0.01948|0.708827|0.171407|4.63757|-3.226184|1.659469|1.285476|0.708962|0.278719|507.046185|1.883561|0.566936|4.512123|0.574438|1.346142|1.28495|0.704271|0.257887|8|0.455533|0|1|8|||||4.54760050963417|0.154866505645777|6.24637393573649|0.048050068332255
507.31332|1.927664|0.513395|0.009377|0.002762|0.613609|0.78955|0.002474|0.015073|0.721273|0.006941|4.718485|-3.340454|1.575665|1.321255|0.721378|0.213737|507.051742|2.111057|0.421012|4.600978|0.548546|1.383125|1.32064|0.716958|0.243878|8|0.461172|0|1|8|||||4.62020017538504|0.155178990689564|6.26111483472296|0.047245650281571
507.322212|2.162446|0.51342|0.009526|0.00313|0.627843|0.778276|0.000828|0.008023|0.730714|-0.163212|4.794736|-3.483431|1.470132|1.357571|0.730843|0.18491|507.049183|2.342277|0.267874|4.686476|0.522261|1.420491|1.356897|0.727986|0.22053|8|0.465933|0|1|8|||||4.69412545405979|0.155084478914041|6.25951111006778|0.047332837124649
507.32265|2.40133|0.513411|0.009589|0.003432|0.642056|0.76659|0.000526|0.007406|0.741394|-0.343003|4.864957|-3.701784|1.338247|1.394373|0.741591|0.249476|507.03808|2.576931|0.106656|4.767172|0.483413|1.447096|1.393714|0.73949|0.226162|8|0.471525|0|1|8|||||4.76836495875893|0.155082508657741|6.26168585603959|0.047214625985826
507.314146|2.644005|0.513376|0.009685|0.003783|0.656287|0.754439|0.000495|0.011482|0.755451|-0.532851|4.928333|-3.879588|1.19838|1.4318|0.755677|0.305691|507.017976|2.814693|-0.062938|4.842366|0.446333|1.469395|1.431167|0.75265|0.251267|8|0.478062|0|1|8|||||4.84277499681742|0.155417090510013|6.2774949868238|0.046359742506518
507.296285|2.890146|0.513326|0.009838|0.004216|0.670568|0.74177|0.000132|0.014906|0.771176|-0.730707|4.984666|-4.031681|1.05534|1.469983|0.771389|0.315941|506.988496|3.05522|-0.240339|4.911798|0.416411|1.494311|1.469331|0.767108|0.273405|8|0.484667|0|1|8|||||4.91767449387665|0.155989990991714|6.30299482154069|0.044997290245589
507.268676|3.139426|0.513271|0.01002|0.004706|0.684891|0.728562|-0.000423|0.016884|0.786669|-0.936456|5.03356|-4.197049|0.899502|1.50895|0.786855|0.301265|506.949281|3.298144|-0.425293|4.974995|0.387369|1.520986|1.508241|0.782007|0.283271|8|0.49105|0|1|8|||||4.993140232947|0.156616270226092|6.33072432399035|0.043538770039336
507.230879|3.391487|0.513224|0.010213|0.005239|0.699221|0.714813|-0.00112|0.018215|0.801367|-1.150828|5.074201|-4.372215|0.726039|1.54867|0.80153|0.285991|506.902456|3.543529|-0.598049|5.034784|0.441667|1.558347|1.547915|0.796905|0.283903|8|0.497383|0|1|8|||||5.07017874764362|0.157174932021946|6.35582784511565|0.042239094920266
507.182437|3.645936|0.513187|0.010389|0.005788|0.713522|0.700532|-0.001736|0.016621|0.814589|-1.372698|5.106203|-4.488454|0.556256|1.589093|0.814714|0.237187|506.845276|3.790512|-0.783618|5.085459|0.40888|1.568679|1.588279|0.810421|0.265289|8|0.50333|0|1|8|||||5.14547863765899|0.157501577028938|6.37154365450555|0.041435469830955
507.122983|3.902371|0.513161|0.010486|0.006276|0.727735|0.685749|-0.001668|0.011303|0.825193|-1.599735|5.129442|-4.59169|0.372235|1.630108|0.825309|0.191824|506.77747|4.038706|-0.980758|5.127928|0.355067|1.582758|1.629242|0.821909|0.234185|8|0.508485|0|1|8|||||5.22087462287192|0.157427454089652|6.37109108972743|0.041458503718209
507.05219|4.160352|0.513146|0.010488|0.006667|0.741805|0.6705|-0.001173|0.006876|0.834279|-1.832266|5.142841|-4.706114|0.163832|1.671609|0.834411|0.178053|506.698756|4.287651|-1.187792|5.161935|0.296371|1.60116|1.670721|0.831789|0.206544|8|0.51343|0|1|8|||||5.29683139050971|0.157035204384703|6.35781263337671|0.042137177298393
506.969732|4.419377|0.513142|0.010439|0.007003|0.755704|0.654793|-0.000888|0.005564|0.843372|-2.070443|5.145382|-4.814456|-0.060251|1.713559|0.843523|0.188456|506.608852|4.536832|-1.40325|5.186809|0.238713|1.621032|1.712672|0.840971|0.191403|8|0.518588|0|1|8|||||5.3732762971004|0.156509911923535|6.33918692455982|0.043098438618017
506.875319|4.678908|0.513151|0.010386|0.007339|0.769421|0.638615|-0.001062|0.00662|0.853184|-2.313677|5.136463|-4.908982|-0.293884|1.755983|0.853344|0.203483|506.507513|4.785694|-1.625829|5.201859|0.184406|1.641121|1.755095|0.850179|0.187626|8|0.523992|0|1|8|||||5.45001440301968|0.155995734530342|6.32104191162497|0.044045316601874
506.768692|4.938377|0.513176|0.010352|0.007708|0.78295|0.621951|-0.001668|0.008759|0.863641|-2.561438|5.115573|-5.000795|-0.542886|1.798914|0.8638|0.217915|506.394526|5.03365|-1.854519|5.206349|0.132006|1.659309|1.798008|0.859825|0.191535|8|0.52957|0|1|8|||||5.52678121795698|0.155574278425633|6.30667687681315|0.044802237492489
506.649591|5.197176|0.513221|0.01036|0.008152|0.796284|0.604779|-0.003568|0.013628|0.87563|-2.814882|5.081075|-5.135728|-0.837305|1.8424|0.875802|0.26457|506.269648|5.280031|-2.089075|5.19886|0.075265|1.666979|1.841473|0.870932|0.212162|8|0.535893|0|1|8|||||5.60289029476975|0.15544334337815|6.3040935674761|0.044939041060562
506.517696|5.454612|0.513291|0.010432|0.008731|0.809433|0.587055|-0.006289|0.018609|0.889417|-3.074499|5.031881|-5.230914|-1.11952|1.886539|0.88956|0.273217|506.132602|5.524114|-2.329569|5.178762|0.017532|1.676388|1.88556|0.883287|0.231222|8|0.542932|0|1|8|||||5.67859732490384|0.15554668687746|6.31103366562554|0.044571988728911
506.372741|5.710001|0.51338|0.010512|0.00938|0.822378|0.568767|-0.007301|0.018282|0.902334|-3.337617|4.968959|-5.291969|-1.399111|1.931352|0.902448|0.244011|505.983218|5.765212|-2.575364|5.145977|-0.041155|1.692092|1.930283|0.895672|0.233745|8|0.549656|0|1|8|||||5.754439939475|0.155648857129564|6.31797173798656|0.044206548034562
506.214502|5.962647|0.513481|0.010545|0.010014|0.835079|0.549938|-0.007613|0.016528|0.914227|-3.604233|4.891037|-5.370836|-1.719891|1.976779|0.914345|0.23806|505.821344|6.002578|-2.826041|5.099391|-0.107106|1.701851|1.975629|0.907866|0.232007|8|0.556453|0|1|8|||||5.83011975044784|0.155719957541226|6.32368270909553|0.043906869684145
506.042739|6.211764|0.51359|0.010543|0.010652|0.847508|0.530571|-0.00889|0.016675|0.926566|-3.874806|4.796248|-5.443203|-2.066518|2.022807|0.926699|0.256921|505.646801|6.235388|-3.081557|5.037766|-0.180986|1.70431|2.021604|0.920345|0.236621|8|0.563913|0|1|8|||||5.90551266318217|0.155845064178403|6.33161640760728|0.043492247052582
505.857246|6.45651|0.513703|0.010524|0.01133|0.859651|0.510647|-0.010579|0.017373|0.939834|-4.148077|4.684141|-5.478445|-2.410341|2.069478|0.939973|0.271624|505.459445|6.462795|-3.341621|4.960499|-0.259953|1.707359|2.068228|0.933314|0.244745|8|0.571885|0|1|8|||||5.98105185035559|0.156045127738612|6.34264373807356|0.042919215296043
505.657898|6.696044|0.513819|0.010481|0.012036|0.871492|0.49015|-0.011522|0.016938|0.953463|-4.422196|4.554955|-5.479208|-2.750329|2.116824|0.953602|0.270746|505.259202|6.683957|-3.605503|4.86725|-0.342945|1.7137|2.11552|0.946547|0.24979|8|0.579964|0|1|8|||||6.05720846970855|0.156267859152212|6.35466137272943|0.042299049974822
505.444642|6.929525|0.513938|0.010401|0.012734|0.883002|0.469082|-0.011428|0.015408|0.966649|-4.695622|4.408768|-5.451668|-3.090634|2.164844|0.966781|0.254554|505.046063|6.898038|-3.8723|4.757675|-0.430904|1.72146|2.163475|0.95954|0.246929|8|0.587892|0|1|8|||||6.13434419442087|0.156420958718406|6.3639309660338|0.041823779435986
505.217487|7.156105|0.514063|0.010277|0.013396|0.894144|0.447461|-0.010648|0.013572|0.978724|-4.966934|4.245579|-5.394421|-3.429233|2.213496|0.97884|0.226686|504.820068|7.104206|-4.141091|4.631481|-0.525178|1.728457|2.21206|0.971702|0.234149|8|0.595547|0|1|8|||||6.21282954245825|0.156402488328293|6.36631569414348|0.04170194392503
504.976504|7.374928|0.514202|0.010115|0.014012|0.904878|0.425321|-0.00947|0.011902|0.989138|-5.234496|4.065682|-5.301061|-3.756822|2.262711|0.989228|0.187364|504.581316|7.301657|-4.410907|4.4886|-0.626359|1.733996|2.261211|0.982409|0.21038|8|0.602837|0|1|8|||||6.29314154637006|0.156107882328924|6.35756817780085|0.042149723290194
504.721853|7.585153|0.514363|0.009919|0.014563|0.915156|0.402714|-0.006948|0.009528|0.996917|-5.496136|3.870267|-5.155405|-4.042175|2.312385|0.996958|0.115876|504.329975|7.489656|-4.680627|4.329572|-0.73422|1.741352|2.310819|0.990572|0.167814|8|0.609542|0|1|8|||||6.37600680805102|0.155359307137062|6.33045698544949|0.043552716834913
504.453806|7.786016|0.514557|0.009679|0.014978|0.924925|0.379731|-0.001353|0.005364|1.000104|-5.748911|3.661982|-4.944691|-4.272698|2.362336|1.000078|0.004593|504.066312|7.667608|-4.948627|4.155585|-0.84567|1.74943|2.360702|0.994588|0.09794|8|0.615326|0|1|8|||||6.46202722660266|0.15391269103688|6.27502846509957|0.046492606190887
504.172796|7.976856|0.514801|0.009392|0.015172|0.934118|0.356517|0.007391|0.000243|0.996432|-5.988456|3.444109|-4.616359|-4.420386|2.412278|0.996306|-0.162248|503.790728|7.835121|-5.21222|3.968402|-0.946329|1.751785|2.410577|0.992243|-0.010423|8|0.621126|0|1|8|||||6.55098860951567|0.151464619944341|6.1788486947492|0.051821751197136
503.879524|8.157156|0.515137|0.009069|0.015064|0.942664|0.333279|0.018695|-0.004991|0.983747|-6.208193|3.220444|-4.181974|-4.543584|2.461803|0.983555|-0.316001|503.503839|7.99205|-5.466937|3.769909|-1.013072|1.727533|2.460071|0.982278|-0.14193|8|0.630129|0|1|8|||||6.64075402573006|0.14791663660393|6.03773659404952|0.060163713661444
503.574923|8.326383|0.515603|0.008757|0.014747|0.950522|0.310183|0.020337|-0.003259|0.969236|-6.408854|2.984874|-3.859145|-4.855476|2.510601|0.969115|-0.257945|503.206314|8.138006|-5.709293|3.558606|-1.049891|1.641975|2.508978|0.969375|-0.209971|8|0.646626|0|1|8|||||6.72753321976822|0.144090704324073|5.88502657679502|0.06989238407599
503.25984|8.483801|0.516174|0.00854|0.014592|0.95772|0.287205|0.010007|0.004828|0.958236|-6.594719|2.735759|-3.587765|-5.093194|2.55876|0.958098|-0.182932|502.898635|8.272505|-5.940046|3.336066|-1.080346|1.557163|2.557276|0.956755|-0.223985|8|0.66843|0|1|8|||||6.8127441489074|0.140436067917425|5.73911481078003|0.079868778731785
502.93499|8.628807|0.516787|0.008432|0.014787|0.964296|0.264279|-0.003314|0.012419|0.950835|-6.768155|2.475879|-3.34381|-5.300686|2.606462|0.950625|-0.132978|502.581317|8.395068|-6.158916|3.10334|-1.103962|1.480772|2.605056|0.946042|-0.207998|8|0.691851|0|1|8|||||6.8965908571305|0.137175311628335|5.60912220750205|0.08931713466656
502.601106|8.760843|0.517378|0.008333|0.015317|0.970272|0.241387|-0.016143|0.0127|0.941837|-6.922629|2.204219|-2.873881|-5.543198|2.653778|0.941449|-0.210459|502.255077|8.505241|-6.360486|2.858616|-1.042606|1.364267|2.652321|0.934803|-0.220498|8|0.722774|0|1|8|||||6.9733397731397|0.134053843697783|5.48443760506916|0.098875846293596
502.259206|8.879244|0.517901|0.008082|0.016058|0.975647|0.218608|-0.022113|0.005826|0.931668|-7.057956|1.921983|-2.522177|-5.742065|2.700591|0.93126|-0.21102|501.920689|8.602625|-6.544523|2.604208|-0.960276|1.25815|2.699077|0.923734|-0.226275|8|0.761066|0|1|8|||||7.04362694957598|0.131144651273107|5.36808966252347|0.108233625383059
501.910204|8.983458|0.518301|0.007605|0.016748|0.980437|0.195972|-0.018129|-0.004495|0.920797|-7.17498|1.630337|-2.181362|-5.910113|2.746879|0.920456|-0.215662|501.579033|8.686768|-6.709821|2.34067|-0.860506|1.156791|2.745308|0.912646|-0.230718|8|0.805783|0|1|8|||||7.10636573087405|0.128426545236048|5.25918967197724|0.117375644596816
501.554974|9.073014|0.518535|0.006923|0.017202|0.984659|0.173503|-0.008982|-0.013248|0.909619|-7.275638|1.331325|-1.851842|-6.037895|2.792622|0.90936|-0.229393|501.230949|8.757282|-6.856819|2.069175|-0.758807|1.064812|2.790999|0.901307|-0.237741|8|0.854518|0|1|8|||||7.16222395484713|0.12584177843113|5.15541637270364|0.126432125198164
501.194338|9.14755|0.518579|0.00612|0.017383|0.988327|0.151229|0.000189|-0.017736|0.897913|-7.360445|1.0271|-1.548932|-6.120261|2.837794|0.897715|-0.235553|500.877293|8.813851|-6.986317|1.790921|-0.668782|0.984797|2.836129|0.889692|-0.244415|8|0.906189|0|1|8|||||7.21221347803363|0.123359077308201|5.05554063258956|0.135466265098923
500.829075|9.206813|0.518429|0.005299|0.017358|0.991456|0.12917|0.00574|-0.017569|0.88605|-7.430252|0.71979|-1.252195|-6.16389|2.882378|0.885875|-0.235234|500.5189|8.856229|-7.099172|1.507076|-0.593429|0.915935|2.880683|0.877918|-0.248686|8|0.95952|0|1|8|||||7.25737701620634|0.120969049567018|4.95922752661309|0.144473394295431
500.459943|9.250656|0.518109|0.004542|0.017282|0.994062|0.107335|0.004295|-0.013924|0.874724|-7.485536|0.411171|-0.965356|-6.176639|2.926379|0.874547|-0.215412|500.156591|8.884245|-7.196203|1.218871|-0.533943|0.858868|2.92467|0.866534|-0.24418|8|1|0|1|8|||||7.29869742706533|0.118724472230714|4.86868678044173|0.153205038734068
500.087682|9.27902|0.517666|0.003884|0.017312|0.996162|0.085713|-0.001581|-0.00933|0.864782|-7.526436|0.102296|-0.677672|-6.176667|2.969845|0.864601|-0.18121|499.791175|8.897771|-7.27778|0.927342|-0.484418|0.811942|2.968132|0.856221|-0.228172|8|1|0|1|8|||||7.33662353629815|0.116705047732628|4.7872140432652|0.161281150059255
499.713032|9.291896|0.517164|0.003319|0.017496|0.997773|0.064272|-0.007396|-0.005758|0.856698|-7.553021|-0.206476|-0.391975|-6.174213|3.012862|0.856526|-0.143246|499.423457|8.896707|-7.34409|0.633309|-0.440896|0.773961|3.011141|0.847493|-0.202734|8|1|0|1|8|||||7.37134575349583|0.114971272321351|4.71730990922642|0.168375847375985
499.336729|9.289289|0.516674|0.002816|0.017777|0.998914|0.04298|-0.009196|-0.003898|0.85024|-7.565319|-0.515177|-0.106912|-6.17271|3.055518|0.850086|-0.117782|499.054232|8.880962|-7.395212|0.337315|-0.400678|0.742762|3.053775|0.840349|-0.175543|8|1|0|1|8|||||7.40290091343718|0.113516175594714|4.65870185697952|0.174441770008627
498.959497|9.271193|0.516256|0.002345|0.018018|0.999597|0.021817|-0.005764|-0.003089|0.844588|-7.563565|-0.82385|0.169648|-6.170257|3.097878|0.844456|-0.110057|498.684286|8.850458|-7.431446|0.039713|-0.36617|0.715708|3.096095|0.834322|-0.154263|8|1|0|1|8|||||7.43155211064856|0.112267530063405|4.60844481584615|0.179728852611889
498.582042|9.237604|0.515945|0.001892|0.018158|0.999833|0.000782|-0.002154|-0.002659|0.839029|-7.548166|-1.131978|0.439919|-6.152243|3.13996|0.838908|-0.112784|498.314371|8.805149|-7.453305|-0.259083|-0.339973|0.692061|3.138132|0.828834|-0.1416|8|1|0|1|8|||||7.45780660944718|0.111136429704422|4.56291348576022|0.184586932912015
498.20505|9.18854|0.51575|0.00145|0.018205|0.999631|-0.020112|0.000815|-0.002265|0.833273|-7.51942|-1.438843|0.702766|-6.118489|3.181759|0.833159|-0.116714|497.945217|8.745032|-7.461307|-0.558575|-0.323107|0.670513|-3.103291|0.823479|-0.135751|8|1|0|1|8|||||7.48218605615191|0.110058610387392|4.51949107272515|0.189280349888124
497.829193|9.124054|0.515659|0.00102|0.018187|0.998999|-0.040851|0.002525|-0.001843|0.827409|-7.477723|-1.74357|0.958494|-6.067418|3.223268|0.827301|-0.116833|497.577522|8.670147|-7.455957|-0.858137|-0.315327|0.65074|-3.061805|0.818099|-0.133194|8|1|0|1|8|||||7.50517780579634|0.109004612704601|4.47698650883746|0.193931625920519
497.455124|9.044249|0.51565|0.000601|0.018133|0.997947|-0.061428|0.003094|-0.001429|0.821661|-7.423402|-2.04535|1.207621|-6.001547|3.264485|0.821559|-0.112241|497.211955|8.580582|-7.437645|-1.15706|-0.314821|0.632653|-3.020595|0.812731|-0.130885|8|1|0|1|8|||||7.52710774398939|0.10797387624071|4.43538910089166|0.198538294719405
497.083482|8.949269|0.515695|0.000195|0.018068|0.996482|-0.08184|0.002911|-0.001031|0.816224|-7.356787|-2.343536|1.450552|-5.924627|3.305423|0.816128|-0.104902|496.849167|8.476461|-7.406659|-1.454629|-0.319355|0.616064|-2.979657|0.807491|-0.127343|8|1|0|1|8|||||7.54814832060963|0.106978687447782|4.39521052079255|0.203039174834449
496.714889|8.839287|0.515764|-0.000199|0.018004|0.994612|-0.102088|0.002368|-0.000667|0.811167|-7.278165|-2.637667|1.688036|-5.839911|3.346099|0.811076|-0.097517|496.489786|8.357936|-7.363209|-1.750196|-0.326815|0.600472|-2.938978|0.802472|-0.122616|8|1|0|1|8|||||7.56835733935026|0.106029877292883|4.35689896950303|0.207377892475127
496.349952|8.7145|0.515834|-0.00058|0.017947|0.992346|-0.122173|0.001738|-0.000371|0.806441|-7.187805|-2.9274|1.920197|-5.749069|3.386532|0.806355|-0.091808|496.134425|8.225184|-7.307485|-2.043218|-0.335889|0.58512|-2.898545|0.797706|-0.117515|8|1|0|1|8|||||7.58775835281732|0.105130654260202|4.32058843405178|0.211532335494274
495.989266|8.575119|0.515888|-0.000951|0.017897|0.989691|-0.142094|0.001183|-0.000173|0.80195|-7.085966|-3.212448|2.147256|-5.652637|3.426734|0.801865|-0.088168|495.783681|8.078399|-7.239693|-2.33326|-0.345936|0.569126|-2.858345|0.793167|-0.11287|8|1|0|1|8|||||7.60639579313679|0.104276325025799|4.28608880347601|0.215517755869786
495.633414|8.421368|0.515917|-0.001315|0.017851|0.986653|-0.161849|0.000796|-7.7E-05|0.797599|-6.972909|-3.492522|2.368915|-5.550189|3.466716|0.797515|-0.086047|495.438133|7.917791|-7.160075|-2.619971|-0.356851|0.55172|-2.818367|0.788802|-0.109118|8|1|0|1|8|||||7.6243637142037|0.103458075921865|4.25304201110355|0.219370221414921
495.282964|8.253487|0.515919|-0.001674|0.017804|0.983241|-0.181433|0.000625|-5.9E-05|0.793334|-6.848916|-3.767305|2.584721|-5.44105|3.506483|0.793251|-0.084595|495.098342|7.743584|-7.068909|-2.903049|-0.36873|0.532394|-2.778606|0.78456|-0.106256|8|1|0|1|8|||||7.64180397201355|0.102666857573589|4.2210815467945|0.223128510562142
494.938472|8.071732|0.515899|-0.002031|0.017753|0.979461|-0.200843|0.000658|-7.8E-05|0.789139|-6.714292|-4.036449|2.794179|-5.324749|3.546038|0.789058|-0.083099|494.76485|7.556018|-6.966496|-3.182202|-0.381602|0.51097|-2.739055|0.780411|-0.103999|8|1|0|1|8|||||7.65888216953493|0.10189620139402|4.18994746720377|0.226820317229172
494.600478|7.876377|0.515864|-0.002385|0.017691|0.97532|-0.220072|0.000844|-9.1E-05|0.785031|-6.569369|-4.299585|2.996702|-5.200926|3.585386|0.784952|-0.081078|494.438176|7.355348|-6.853151|-3.457127|-0.395347|0.487614|-2.69971|0.776351|-0.101942|8|1|0|1|8|||||7.67576743543797|0.101143111295386|4.15952248392825|0.230457305491447
494.269505|7.667718|0.515819|-0.002738|0.017618|0.970827|-0.239118|0.001107|-6.6E-05|0.781037|-6.414504|-4.55634|3.191977|-5.069764|3.624531|0.780962|-0.078502|494.118822|7.141846|-6.729185|-3.727492|-0.409636|0.462722|-2.660566|0.772392|-0.099779|8|1|0|1|8|||||7.69260211984794|0.100407116859343|4.1297921515209|0.234039199850457
493.946056|7.446068|0.515772|-0.003089|0.017531|0.965987|-0.257978|0.001354|2E-06|0.777183|-6.250062|-4.806357|3.379861|-4.931688|3.66348|0.777111|-0.075544|493.807268|6.915798|-6.594903|-3.992938|-0.424007|0.436812|-2.621617|0.768555|-0.097363|8|1|0|1|8|||||7.70949411124057|0.099689420461381|4.10080963567584|0.237557585894349
493.630617|7.21176|0.515727|-0.003437|0.017433|0.960807|-0.276649|0.001513|9.9E-05|0.773481|-6.076414|-5.049306|3.560402|-4.787253|3.702241|0.773413|-0.072449|493.503976|6.677507|-6.4506|-4.253085|-0.437952|0.410428|-2.582856|0.764856|-0.094695|8|1|0|1|8|||||7.7265110093253|0.098991122781923|4.07262260229314|0.241004581625293
493.323656|6.965143|0.515687|-0.003779|0.017325|0.955292|-0.29513|0.001551|0.000203|0.769933|-5.893923|-5.284881|3.733751|-4.637034|3.740821|0.769867|-0.069457|493.20939|6.427293|-6.296565|-4.507541|-0.451009|0.384075|-2.544276|0.761305|-0.09188|8|1|0|1|8|||||7.74368495394189|0.098313013058784|4.04526477240417|0.244373917506054
493.025623|6.706583|0.515651|-0.004116|0.017211|0.94945|-0.313419|0.001479|0.000298|0.766527|-5.702943|-5.512809|3.900079|-4.481548|3.779227|0.766465|-0.066763|492.923937|6.165491|-6.133086|-4.755914|-0.46282|0.358176|-2.50587|0.757899|-0.089078|8|1|0|1|8|||||7.7610219596901|0.097654536211397|4.01871373067783|0.247666255598332
492.736949|6.436457|0.515622|-0.004447|0.017093|0.943285|-0.331514|0.001333|0.00038|0.763247|-5.503823|-5.732836|4.059502|-4.321217|3.817466|0.763186|-0.064493|492.648029|5.892452|-5.960455|-4.997815|-0.473158|0.333064|-2.467631|0.754626|-0.086451|8|1|0|1|8|||||7.77850747773954|0.09701424112011|3.99290953169389|0.250887094081089
492.458049|6.155155|0.515597|-0.004773|0.016973|0.936803|-0.349412|0.001162|0.00045|0.760069|-5.296907|-5.944729|4.212033|-4.156367|3.855544|0.76001|-0.062687|492.381522|5.604675|-5.778979|-5.232892|-0.481943|0.309009|-2.429552|0.751466|-0.084129|8|1|0|1|8|||||7.79613731062409|0.09638952856512|3.96774527355222|0.254048096546257
492.189321|5.86308|0.515577|-0.005092|0.01685|0.930011|-0.36711|0.001004|0.000517|0.75697|-5.082542|-6.148269|4.35758|-3.987248|3.893465|0.756912|-0.061309|492.125967|5.310285|-5.588965|-5.460733|-0.489205|0.286121|-2.39163|0.748396|-0.082184|8|1|0|1|8|||||7.81384250343671|0.095778229426923|3.94312970413896|0.257159321834994
491.931147|5.560645|0.51556|-0.005404|0.016724|0.922913|-0.384606|0.000884|0.000589|0.753932|-4.861081|-6.343248|4.495976|-3.814076|3.931233|0.753875|-0.060259|491.881092|5.005806|-5.39075|-5.681009|-0.495047|0.264567|-2.35386|0.745393|-0.08062|8|1|0|1|8|||||7.83160576258669|0.095177543737059|3.91894717854194|0.260234252055168
491.683889|5.248274|0.515546|-0.005712|0.016594|0.915517|-0.401896|0.000808|0.000668|0.75094|-4.632885|-6.529468|4.627038|-3.63707|3.96885|0.750884|-0.059407|491.647496|4.695482|-5.184678|-5.893358|-0.499648|0.24439|-2.316241|0.742441|-0.079384|8|1|0|1|8|||||7.84936650181707|0.094586104474562|3.89513967798976|0.263279347862719
